video_id,channel_title 
q57eQqq9-IA                                                                                                                                                                                                                                                    ,Nintendo                                                                                                                                                                                                                                                       
q2_8cSXTtDY                                                                                                                                                                                                                                                    ,Domeju                                                                                                                                                                                                                                                         
kVWj8lgQvsE                                                                                                                                                                                                                                                    ,Lip Sync Battle                                                                                                                                                                                                                                                
3Haf2k6R8sI                                                                                                                                                                                                                                                    ,CG Record                                                                                                                                                                                                                                                      
jrkhLuroyzg                                                                                                                                                                                                                                                    ,RiskyCB                                                                                                                                                                                                                                                        
BhIEIO0vaBE                                                                                                                                                                                                                                                    ,Kylie Jenner                                                                                                                                                                                                                                                   
NooW_RbfdWI                                                                                                                                                                                                                                                    ,Universal Pictures                                                                                                                                                                                                                                             
9Szts88zY4o                                                                                                                                                                                                                                                    ,Star Wars                                                                                                                                                                                                                                                      
2z3EUY1aXdY                                                                                                                                                                                                                                                    ,NFL                                                                                                                                                                                                                                                            
doP7xKdGOKs                                                                                                                                                                                                                                                    ,Tide                                                                                                                                                                                                                                                           
upIaeqJEA2I                                                                                                                                                                                                                                                    ,SB-LII Commercials                                                                                                                                                                                                                                             
pVxOVlm_lE8                                                                                                                                                                                                                                                    ,Marvel Entertainment                                                                                                                                                                                                                                           
QS8bma7LRX4                                                                                                                                                                                                                                                    ,Saturday Night Live                                                                                                                                                                                                                                            
L7pElZJaB2w                                                                                                                                                                                                                                                    ,Movieclips Trailers                                                                                                                                                                                                                                            
lp_bsz_4e3U                                                                                                                                                                                                                                                    ,TV Promos                                                                                                                                                                                                                                                      
_fQtxKmgJC8                                                                                                                                                                                                                                                    ,Gaming Historian                                                                                                                                                                                                                                               
j3IYFeVwf5I                                                                                                                                                                                                                                                    ,The White House                                                                                                                                                                                                                                                
J6-8DQALGt4                                                                                                                                                                                                                                                    ,amazon                                                                                                                                                                                                                                                         
4diqg8_3a-0                                                                                                                                                                                                                                                    ,Yvolution                                                                                                                                                                                                                                                      
Zt803kKQ41k                                                                                                                                                                                                                                                    ,WE2LITCREW                                                                                                                                                                                                                                                     
qfZcxeqa1g4                                                                                                                                                                                                                                                    ,mmschocolate                                                                                                                                                                                                                                                   
OZhUjWMS0qg                                                                                                                                                                                                                                                    ,Lucy Moon                                                                                                                                                                                                                                                      
kb1qAO9KB3k                                                                                                                                                                                                                                                    ,HipHopSupply                                                                                                                                                                                                                                                   
dNW0B0HsvVs                                                                                                                                                                                                                                                    ,Star Wars                                                                                                                                                                                                                                                      
_5d-sQ7Fh5M                                                                                                                                                                                                                                                    ,Logan Paul Vlogs                                                                                                                                                                                                                                               
qUmfriZoMw0                                                                                                                                                                                                                                                    ,HBO                                                                                                                                                                                                                                                            
nE_TyW-7F4Q                                                                                                                                                                                                                                                    ,The Tonight Show Starring Jimmy Fallon                                                                                                                                                                                                                         
NNJKWVmK-GM                                                                                                                                                                                                                                                    ,Australia                                                                                                                                                                                                                                                      
SlbY1tGARUA                                                                                                                                                                                                                                                    ,Ram Trucks                                                                                                                                                                                                                                                     
OjhBeB9ESqw                                                                                                                                                                                                                                                    ,I20N3Y                                                                                                                                                                                                                                                         
IX3_Aqji4yE                                                                                                                                                                                                                                                    ,Quicken Loans                                                                                                                                                                                                                                                  
_PvfiCuNfO0                                                                                                                                                                                                                                                    ,Lily Pebbles                                                                                                                                                                                                                                                   
EVNYfoFcrZY                                                                                                                                                                                                                                                    ,Nintendo                                                                                                                                                                                                                                                       
lHG6I6Ec4yA                                                                                                                                                                                                                                                    ,Paramount Pictures                                                                                                                                                                                                                                             
zUDcGDK_bRw                                                                                                                                                                                                                                                    ,Cat Man Chris                                                                                                                                                                                                                                                  
WOndRFZkeh4                                                                                                                                                                                                                                                    ,The Dodo                                                                                                                                                                                                                                                       
TnCa71iUVxA                                                                                                                                                                                                                                                    ,Maroon5VEVO                                                                                                                                                                                                                                                    
z2GvJtzn41E                                                                                                                                                                                                                                                    ,CashmereCatVEVO                                                                                                                                                                                                                                                
gIsDpBMXbLo                                                                                                                                                                                                                                                    ,Mnet K-POP                                                                                                                                                                                                                                                     
59-oYSzold0                                                                                                                                                                                                                                                    ,PartyHatCookieCat                                                                                                                                                                                                                                              
wbSwFU6tY1c                                                                                                                                                                                                                                                    ,SpaceX                                                                                                                                                                                                                                                         
cosN6ilQ5u0                                                                                                                                                                                                                                                    ,Anna Saccone                                                                                                                                                                                                                                                   
zMV51hydg8E                                                                                                                                                                                                                                                    ,Mark Ferris                                                                                                                                                                                                                                                    
T1B1CxmAXLk                                                                                                                                                                                                                                                    ,Warner Bros. Pictures                                                                                                                                                                                                                                          
aXPCtdRxnGY                                                                                                                                                                                                                                                    ,WWE                                                                                                                                                                                                                                                            
tJFk9dPdxO0                                                                                                                                                                                                                                                    ,Tyler Oakley                                                                                                                                                                                                                                                   
aMGQgC5yV-o                                                                                                                                                                                                                                                    ,WORLDSTARHIPHOP                                                                                                                                                                                                                                                
47_BVBakJqY                                                                                                                                                                                                                                                    ,Dying Light                                                                                                                                                                                                                                                    
HgjVWV0Uw3M                                                                                                                                                                                                                                                    ,ColliderVideos                                                                                                                                                                                                                                                 
eLyGI14jDGA                                                                                                                                                                                                                                                    ,ESPN                                                                                                                                                                                                                                                           
tJoAYpurA6k                                                                                                                                                                                                                                                    ,The Daily Wire                                                                                                                                                                                                                                                 
XPrHD-7jjUs                                                                                                                                                                                                                                                    ,VICE News                                                                                                                                                                                                                                                      
4A-E6EJICvM                                                                                                                                                                                                                                                    ,Big Brother UK                                                                                                                                                                                                                                                 
xZNBFcwd7zc                                                                                                                                                                                                                                                    ,20th Century Fox                                                                                                                                                                                                                                               
vHwOMWGAg_o                                                                                                                                                                                                                                                    ,strangervideo                                                                                                                                                                                                                                                  
JQbjS0_ZfJ0                                                                                                                                                                                                                                                    ,KendrickLamarVEVO                                                                                                                                                                                                                                              
hFFn8K2O4po                                                                                                                                                                                                                                                    ,Late Night with Seth Meyers                                                                                                                                                                                                                                    
h-6fIyaVmDM                                                                                                                                                                                                                                                    ,HISTORY                                                                                                                                                                                                                                                        
JWISNlu63QU                                                                                                                                                                                                                                                    ,Marzia                                                                                                                                                                                                                                                         
mcsTWPSMDtg                                                                                                                                                                                                                                                    ,Tasty                                                                                                                                                                                                                                                          
QBOzHhuTzvw                                                                                                                                                                                                                                                    ,The Hollywood Reporter                                                                                                                                                                                                                                         
chjObfl72xQ                                                                                                                                                                                                                                                    ,영국남자 Korean Englishman                                                                                                                                                                                                                                         
OTHHeIAYfuU                                                                                                                                                                                                                                                    ,MGMTVEVO                                                                                                                                                                                                                                                       
lWDWVDu01P0                                                                                                                                                                                                                                                    ,BBC News                                                                                                                                                                                                                                                       
yzl_ZKQExnk                                                                                                                                                                                                                                                    ,KickThePj                                                                                                                                                                                                                                                      
oI42BohDabU                                                                                                                                                                                                                                                    ,Glamour Magazine                                                                                                                                                                                                                                               
c24xTGTaTNI                                                                                                                                                                                                                                                    ,Great Big Story                                                                                                                                                                                                                                                
BWhqHJtvbPo                                                                                                                                                                                                                                                    ,TheEllenShow                                                                                                                                                                                                                                                   
HjnwaagBigA                                                                                                                                                                                                                                                    ,CNN                                                                                                                                                                                                                                                            
IdyXKJ8NcNI                                                                                                                                                                                                                                                    ,Star Wars Memes                                                                                                                                                                                                                                                
ZnHW63aXXB8                                                                                                                                                                                                                                                    ,E! Live from the Red Carpet                                                                                                                                                                                                                                    
dzxFdtWmjto                                                                                                                                                                                                                                                    ,Sony Pictures Entertainment                                                                                                                                                                                                                                    
v0RrsWK4GlY                                                                                                                                                                                                                                                    ,Logan Paul Vlogs                                                                                                                                                                                                                                               
4uTNVumfm84                                                                                                                                                                                                                                                    ,Maroon5VEVO                                                                                                                                                                                                                                                    
ZlPgrJFMFYY                                                                                                                                                                                                                                                    ,Wendy Williams                                                                                                                                                                                                                                                 
NsJkUfrqLzY                                                                                                                                                                                                                                                    ,JamesBayVEVO                                                                                                                                                                                                                                                   
FJ_TFXjr__4                                                                                                                                                                                                                                                    ,The Late Late Show with James Corden                                                                                                                                                                                                                           
IKomhXgz6Io                                                                                                                                                                                                                                                    ,ComedyShortsGamer                                                                                                                                                                                                                                              
KTbOAMEmnfI                                                                                                                                                                                                                                                    ,TheEllenShow                                                                                                                                                                                                                                                   
IUmdcd_8Vwc                                                                                                                                                                                                                                                    ,My Virgin Kitchen                                                                                                                                                                                                                                              
ABLsSWE06q4                                                                                                                                                                                                                                                    ,FiftyShadesVEVO                                                                                                                                                                                                                                                
p55AlBd8XDU                                                                                                                                                                                                                                                    ,Alesso                                                                                                                                                                                                                                                         
7sce--mR0kA                                                                                                                                                                                                                                                    ,CliveNBAParody                                                                                                                                                                                                                                                 
-B7J36GNaDk                                                                                                                                                                                                                                                    ,Inthefrow                                                                                                                                                                                                                                                      
lyfRkPDZuz8                                                                                                                                                                                                                                                    ,A.P. Bio                                                                                                                                                                                                                                                       
6OcOO1k-vGE                                                                                                                                                                                                                                                    ,Vevo                                                                                                                                                                                                                                                           
sIbv19R2rfY                                                                                                                                                                                                                                                    ,Domonic Smith                                                                                                                                                                                                                                                  
n0j_CX1S2es                                                                                                                                                                                                                                                    ,Nike                                                                                                                                                                                                                                                           
